系别	英雄	成员	战力	组别	
变异	独眼龙	gorbatok饮酒者 	2770	三组	
变异	独眼龙90s	gorbatok饮酒者 	2690	三组	
变异	死侍	gorbatok饮酒者 		三组	
变异	x死侍	gorbatok饮酒者 	2731	三组	
变异	牌王	gorbatok饮酒者 	2905	三组	
变异	冰人	gorbatok饮酒者 		三组	
变异	万磁王	gorbatok饮酒者 	3021	三组	
变异	白色万磁王	gorbatok饮酒者 	3110	三组	
变异	夜行	gorbatok饮酒者 	5048	三组	
变异	灵蝶	gorbatok饮酒者 		三组	
变异	小淘气	gorbatok饮酒者 	5869	三组	
变异	暴风	gorbatok饮酒者 	3004	三组	
变异	金刚狼	gorbatok饮酒者 	4914	三组	
变异	老年金刚狼	gorbatok饮酒者 	3735	三组	
变异	x23	gorbatok饮酒者 	5334	三组	
科技	章鱼博士	gorbatok饮酒者 		三组	
科技	绿魔	gorbatok饮酒者 		三组	
科技	毒奥创	gorbatok饮酒者 		三组	
宇宙	安吉拉	惊雷		二组	
宇宙	黑蝠王	惊雷	3206	二组	
宇宙	惊奇队长	惊雷	2821	二组	
宇宙	杀戮	惊雷		二组	
宇宙	德拉克斯	惊雷	5878	二组	
宇宙	卡莫拉	惊雷		二组	
宇宙	格鲁特	惊雷		二组	
宇宙	超人	惊雷	6200	二组	
宇宙	黑妹	惊雷		二组	
宇宙	king格鲁特	惊雷		二组	
宇宙	惊奇小姐	惊雷		二组	
宇宙	凤凰	惊雷	3338	二组	
宇宙	罗南	惊雷		二组	
宇宙	共生体	惊雷	4129	二组	
宇宙	究极钢铁侠	惊雷	3021	二组	
宇宙	灭霸	惊雷		二组	
宇宙	雷神	惊雷	3019	二组	
宇宙	毒液	惊雷	1017	二组	
宇宙	毒液死侍	惊雷	3236	二组	
科技	内战勇士	惊雷		二组	
科技	霍华德	惊雷	3521	二组	
科技	浩克毁灭者	惊雷	3320	二组	
科技	钢铁侠	惊雷	3127	二组	
科技	钢铁爱国者	惊雷	1124	二组	
科技	康	惊雷		二组	
科技	星云	惊雷		二组	
科技	punisher2099	惊雷		二组	
科技	浣熊	惊雷	3020	二组	
科技	科技蜘蛛	惊雷		二组	
科技	星爵	惊雷	2800	二组	
科技	影幻	惊雷		二组	
科技	奥创	惊雷		二组	
科技	漫幻	惊雷		二组	
科技	秃鹰	惊雷		二组	
科技	战争机器	惊雷		二组	
科技	勇度	惊雷		二组	
格斗	毒液特工	惊雷	3076	二组	
格斗	黑豹	惊雷	3785	二组	
格斗	内战黑豹	惊雷	4364	二组	
格斗	黑寡妇	惊雷	3019	二组	
格斗	交叉骨	惊雷	3031	二组	
格斗	夜魔侠	惊雷	1066	二组	
格斗	非经典夜魔侠	惊雷	1163	二组	
格斗	艾丽卡	惊雷		二组	
格斗	猎鹰	惊雷	3074	二组	
格斗	格纹死侍	惊雷		二组	
格斗	鹰眼	惊雷	4091	二组	
格斗	卡尔耐克	惊雷		二组	
格斗	月光骑士	惊雷	3106	二组	
格斗	惩罚者	惊雷		二组	
格斗	冬兵	惊雷		二组	
生化	恶煞	惊雷	4208	二组	
生化	蚁人	惊雷		二组	
生化	美国队长	惊雷	2096	二组	
生化	二战美队	惊雷		二组	
生化	电王	惊雷	2958	二组	
生化	浩克	惊雷		二组	
生化	灰浩克	惊雷	2897	二组	
生化	卢克凯奇	惊雷	1048	二组	
生化	余波	惊雷		二组	
生化	红浩克	惊雷		二组	
生化	犀牛	惊雷		二组	
生化	女浩克	惊雷	3175	二组	
生化	女蜘蛛	惊雷	1183	二组	
生化	黑蜘蛛	惊雷		二组	
生化	黄蜂	惊雷	4248	二组	
生化	蜘蛛侠	惊雷		二组	
神秘	多满魔	惊雷		二组	
神秘	博士	惊雷	3189	二组	
神秘	巫医	惊雷		二组	
神秘	恶灵	惊雷	3624	二组	
神秘	断头台	惊雷		二组	
神秘	hood	惊雷	3567	二组	
神秘	铁拳	惊雷	2973	二组	
神秘	白铁拳	惊雷		二组	
神秘	红坦克	惊雷		二组	
神秘	洛基	惊雷	2951	二组	
神秘	魔术女	惊雷		二组	
神秘	莫度	惊雷		二组	
神秘	女巫	惊雷		二组	
神秘	女雷神	惊雷	1123	二组	
神秘	无敌钢人	惊雷		二组	
变异	天使	惊雷		二组	
变异	蓝兽	惊雷		二组	
变异	电索	惊雷	1152	二组	
变异	钢人	惊雷	1040	二组	
变异	独眼龙	惊雷	1083	二组	
变异	独眼龙90s	惊雷		二组	
变异	死侍	惊雷		二组	
变异	x死侍	惊雷	3334	二组	
变异	牌王	惊雷	3158	二组	
变异	冰人	惊雷	6007	二组	
变异	万磁王	惊雷	2247	二组	
变异	白色万磁王	惊雷	3017	二组	
变异	夜行	惊雷	4133	二组	
变异	灵蝶	惊雷	1181	二组	
变异	小淘气	惊雷		二组	
变异	暴风	惊雷	4224	二组	
变异	金刚狼	惊雷	3928	二组	
变异	老年金刚狼	惊雷	3180	二组	
变异	x23	惊雷	4289	二组	
科技	章鱼博士	惊雷		二组	
科技	绿魔	惊雷		二组	
科技	毒奥创	惊雷		二组	
宇宙	安吉拉			二组	
宇宙	黑蝠王			二组	
宇宙	惊奇队长	JR Bike Boy	5748	二组	
宇宙	杀戮			二组	
宇宙	德拉克斯	JR Bike Boy	3089	二组	
宇宙	卡莫拉			二组	
宇宙	格鲁特	JR Bike Boy	1578	二组	
宇宙	超人			二组	
宇宙	黑妹	JR Bike Boy	1648	二组	
宇宙	king格鲁特			二组	
宇宙	惊奇小姐			二组	
宇宙	凤凰			二组	
宇宙	罗南	JR Bike Boy	2825	二组	
宇宙	共生体	JR Bike Boy	4080	二组	
宇宙	究极钢铁侠	JR Bike Boy	3147	二组	
宇宙	灭霸			二组	
宇宙	雷神	JR Bike Boy	1505	二组	
宇宙	毒液	JR Bike Boy	2674	二组	
宇宙	毒液死侍	JR Bike Boy	3130	二组	
科技	内战勇士			二组	
科技	霍华德			二组	
科技	浩克毁灭者	JR Bike Boy	3215	二组	
科技	钢铁侠	JR Bike Boy	5294	二组	
科技	钢铁爱国者	JR Bike Boy	3110	二组	
科技	康			二组	
科技	星云			二组	
科技	punisher2099			二组	
科技	浣熊	JR Bike Boy	5922	二组	
科技	科技蜘蛛			二组	
科技	星爵			二组	
科技	影幻			二组	
科技	奥创	JR Bike Boy	5679	二组	
科技	漫幻			二组	
科技	秃鹰			二组	
科技	战争机器	JR Bike Boy	2756	二组	
科技	勇度			二组	
变异	天使	JR Bike Boy	6213	二组	
变异	蓝兽			二组	
变异	电索			二组	
变异	钢人			二组	
变异	独眼龙	JR Bike Boy	2799	二组	
变异	独眼龙90s			二组	
变异	死侍			二组	
变异	x死侍	JR Bike Boy	2367	二组	
变异	牌王	JR Bike Boy	3064	二组	
变异	冰人			二组	
变异	万磁王	JR Bike Boy	4316	二组	
变异	白色万磁王	JR Bike Boy	2928	二组	
变异	夜行	JR Bike Boy	6909	二组	
变异	灵蝶			二组	
变异	小淘气	JR Bike Boy	5185	二组	
变异	暴风	JR Bike Boy	3164	二组	
变异	金刚狼			二组	
变异	老年金刚狼	JR Bike Boy	2292	二组	
变异	x23			二组	
格斗	毒液特工	JR Bike Boy	5913	二组	
格斗	黑豹	JR Bike Boy	2662	二组	
格斗	内战黑豹			二组	
格斗	黑寡妇			二组	
格斗	交叉骨	JR Bike Boy	2926	二组	
格斗	夜魔侠	JR Bike Boy	3071	二组	
格斗	非经典夜魔侠	JR Bike Boy	3024	二组	
格斗	艾丽卡	JR Bike Boy	4326	二组	
格斗	猎鹰	JR Bike Boy	2736	二组	
格斗	格纹死侍			二组	
格斗	鹰眼	JR Bike Boy	5254	二组	
格斗	卡尔耐克	JR Bike Boy	3175	二组	
格斗	月光骑士	JR Bike Boy	2719	二组	
格斗	惩罚者			二组	
格斗	冬兵				
生化	恶煞	JR Bike Boy	3041	二组	
生化	蚁人	JR Bike Boy	2708	二组	
生化	美国队长			二组	
生化	二战美队	JR Bike Boy	3164	二组	
生化	电王	JR Bike Boy	5933	二组	
生化	浩克				
生化	灰浩克	JR Bike Boy	1735	二组	
生化	卢克凯奇	JR Bike Boy	3114	二组	
生化	余波	JR Bike Boy	6241	二组	
生化	红浩克			二组	
生化	犀牛	JR Bike Boy	2811	二组	
生化	女浩克			二组	
生化	女蜘蛛	JR Bike Boy	3109	二组	
生化	黑蜘蛛	JR Bike Boy	2796	二组	
生化	黄蜂	JR Bike Boy	3206	二组	
生化	蜘蛛侠	JR Bike Boy	5878	二组	
神秘	多满魔	JR Bike Boy		二组	
神秘	博士			二组	
神秘	巫医			二组	
神秘	恶灵	JR Bike Boy	2266	二组	
神秘	断头台	JR Bike Boy	3227	二组	
神秘	hood			二组	
神秘	铁拳	JR Bike Boy	4321	二组	
神秘	白铁拳			二组	
神秘	红坦克	JR Bike Boy	2698	二组	
神秘	洛基	JR Bike Boy	6194	二组	
神秘	魔术女	JR Bike Boy	8629	二组	
神秘	莫度			二组	
神秘	女巫			二组	
神秘	女雷神	JR Bike Boy	1516	二组	
神秘	无敌钢人	JR Bike Boy	2709	二组	
科技	绿魔	JR Bike Boy		二组	
科技	毒奥创	JR Bike Boy		二组	
宇宙	安吉拉	stoodcool		一组	
宇宙	黑蝠王	stoodcool	999	一组	
宇宙	惊奇队长	stoodcool	989	一组	
宇宙	杀戮	stoodcool	1134	一组	
宇宙	德拉克斯	stoodcool	2710	一组	
宇宙	卡莫拉	stoodcool	2759	一组	
宇宙	格鲁特	stoodcool	3111	一组	
宇宙	超人	stoodcool	5870	一组	
宇宙	黑妹	stoodcool	1186	一组	
宇宙	king格鲁特	stoodcool		一组	
宇宙	惊奇小姐	stoodcool	2698	一组	
宇宙	凤凰	stoodcool	3198	一组	
宇宙	罗南	stoodcool		一组	
宇宙	共生体	stoodcool	3078	一组	
宇宙	究极钢铁侠	stoodcool		一组	
宇宙	灭霸	stoodcool		一组	
宇宙	雷神	stoodcool	2874	一组	
宇宙	毒液	stoodcool	964	一组	
宇宙	毒液死侍	stoodcool	3167	一组	
科技	内战勇士	stoodcool	3269	一组	
科技	霍华德	stoodcool	1079	一组	
科技	浩克毁灭者	stoodcool	1172	一组	
科技	钢铁侠	stoodcool	2843	一组	
科技	钢铁爱国者	stoodcool	1607	一组	
科技	康	stoodcool		一组	
科技	星云	stoodcool		一组	
科技	punisher2099	stoodcool		一组	
科技	浣熊	stoodcool	2895	一组	
科技	科技蜘蛛	stoodcool		一组	
科技	星爵	stoodcool		一组	
科技	影幻	stoodcool		一组	
科技	奥创	stoodcool		一组	
科技	漫幻	stoodcool		一组	
科技	秃鹰	stoodcool		一组	
科技	战争机器	stoodcool	3050	一组	
科技	勇度	stoodcool		一组	
格斗	毒液特工	stoodcool	2928	一组	
格斗	黑豹	stoodcool	2615	一组	
格斗	内战黑豹	stoodcool	3748	一组	
格斗	黑寡妇	stoodcool	5613	一组	
格斗	交叉骨	stoodcool	3769	一组	
格斗	夜魔侠	stoodcool	3081	一组	
格斗	非经典夜魔侠	stoodcool		一组	
格斗	艾丽卡	stoodcool		一组	
格斗	猎鹰	stoodcool		一组	
格斗	格纹死侍	stoodcool	5390	一组	
格斗	鹰眼	stoodcool	2602	一组	
格斗	卡尔耐克	stoodcool		一组	
格斗	月光骑士	stoodcool	3007	一组	
格斗	惩罚者	stoodcool	1008	一组	
格斗	冬兵	stoodcool	1104	一组	
生化	恶煞	stoodcool	2995	一组	
生化	蚁人	stoodcool	1600	一组	
生化	美国队长	stoodcool		一组	
生化	二战美队	stoodcool	5642	一组	
生化	电王	stoodcool	2836	一组	
生化	浩克	stoodcool	5265	一组	
生化	灰浩克	stoodcool	1129	一组	
生化	卢克凯奇	stoodcool		一组	
生化	余波	stoodcool		一组	
生化	红浩克	stoodcool	3255	一组	
生化	犀牛	stoodcool	3545	一组	
生化	女浩克	stoodcool		一组	
生化	女蜘蛛	stoodcool		一组	
生化	黑蜘蛛	stoodcool	3077	一组	
生化	黄蜂	stoodcool		一组	
生化	蜘蛛侠	stoodcool	3914	一组	
神秘	多满魔	stoodcool		一组	
神秘	博士	stoodcool	3664	一组	
神秘	巫医	stoodcool	4135	一组	
神秘	恶灵	stoodcool		一组	
神秘	断头台	stoodcool	1114	一组	
神秘	hood	stoodcool	1100	一组	
神秘	铁拳	stoodcool	1216	一组	
神秘	白铁拳	stoodcool		一组	
神秘	红坦克	stoodcool	2692	一组	
神秘	洛基	stoodcool		一组	
神秘	魔术女	stoodcool	5428	一组	
神秘	莫度	stoodcool	6427	一组	
神秘	女巫	stoodcool	3618	一组	
神秘	女雷神	stoodcool		一组	
神秘	无敌钢人	stoodcool	3882	一组	
变异	天使	stoodcool	4461	一组	
变异	蓝兽	stoodcool	1642	一组	
变异	电索	stoodcool		一组	
变异	钢人	stoodcool	2967	一组	
变异	独眼龙	stoodcool	1147	一组	
变异	独眼龙90s	stoodcool	2870	一组	
变异	死侍	stoodcool		一组	
变异	x死侍	stoodcool	3261	一组	
变异	牌王	stoodcool		一组	
变异	冰人	stoodcool		一组	
变异	万磁王	stoodcool	1031	一组	
变异	白色万磁王	stoodcool	1076	一组	
变异	夜行	stoodcool	3938	一组	
变异	灵蝶	stoodcool		一组	
变异	小淘气	stoodcool	3003	一组	
变异	暴风	stoodcool	2869	一组	
变异	金刚狼	stoodcool	4981	一组	
变异	老年金刚狼	stoodcool		一组	
变异	x23	stoodcool	4035	一组	
科技	章鱼博士	stoodcool		一组	
科技	绿魔	stoodcool		一组	
科技	毒奥创	stoodcool		一组	
宇宙	安吉拉	霹雳		二组	
宇宙	黑蝠王	霹雳	3140	二组	
宇宙	惊奇队长	霹雳		二组	
宇宙	杀戮	霹雳		二组	
宇宙	德拉克斯	霹雳	4213	二组	
宇宙	卡莫拉	霹雳	2923	二组	
宇宙	格鲁特	霹雳	3156	二组	
宇宙	超人	霹雳	6047	二组	
宇宙	黑妹	霹雳		二组	
宇宙	king格鲁特	霹雳	3147	二组	
宇宙	惊奇小姐	霹雳	3139	二组	
宇宙	凤凰	霹雳	3751	二组	
宇宙	罗南	霹雳	1386	二组	
宇宙	共生体	霹雳	3191	二组	
宇宙	究极钢铁侠	霹雳		二组	
宇宙	灭霸	霹雳		二组	
宇宙	雷神	霹雳		二组	
宇宙	毒液	霹雳	3040	二组	
宇宙	毒液死侍	霹雳	3229	二组	
科技	内战勇士	霹雳	3353	二组	
科技	霍华德	霹雳	3499	二组	
科技	浩克毁灭者	霹雳	4140	二组	
科技	钢铁侠	霹雳	2950	二组	
科技	钢铁爱国者	霹雳	3070	二组	
科技	康	霹雳		二组	
科技	星云	霹雳		二组	
科技	punisher2099	霹雳		二组	
科技	浣熊	霹雳	3587	二组	
科技	科技蜘蛛	霹雳		二组	
科技	星爵	霹雳		二组	
科技	影幻	霹雳		二组	
科技	奥创	霹雳		二组	
科技	漫幻	霹雳		二组	
科技	秃鹰	霹雳		二组	
科技	战争机器	霹雳	3091	二组	
科技	勇度	霹雳		二组	
格斗	毒液特工	霹雳	3443	二组	
格斗	黑豹	霹雳	1411	二组	
格斗	内战黑豹	霹雳		二组	
格斗	黑寡妇	霹雳		二组	
格斗	交叉骨	霹雳		二组	
格斗	夜魔侠	霹雳	4181	二组	
格斗	非经典夜魔侠	霹雳	1598	二组	
格斗	艾丽卡	霹雳	3017	二组	
格斗	猎鹰	霹雳	1151	二组	
格斗	格纹死侍	霹雳	6466	二组	
格斗	鹰眼	霹雳		二组	
格斗	卡尔耐克	霹雳	3710	二组	
格斗	月光骑士	霹雳		二组	
格斗	惩罚者	霹雳	3189	二组	
格斗	冬兵	霹雳	3069	二组	
生化	恶煞	霹雳		二组	
生化	蚁人	霹雳	2940	二组	
生化	美国队长	霹雳		二组	
生化	二战美队	霹雳		二组	
生化	电王	霹雳	3048	二组	
生化	浩克	霹雳		二组	
生化	灰浩克	霹雳	1625	二组	
生化	卢克凯奇	霹雳		二组	
生化	余波	霹雳	4925	二组	
生化	红浩克	霹雳		二组	
生化	犀牛	霹雳	2673	二组	
生化	女浩克	霹雳		二组	
生化	女蜘蛛	霹雳		二组	
生化	黑蜘蛛	霹雳		二组	
生化	黄蜂	霹雳	4214	二组	
生化	蜘蛛侠	霹雳	1483	二组	
神秘	多满魔	霹雳	5813	二组	
神秘	博士	霹雳	4287	二组	
神秘	巫医	霹雳	5120	二组	
神秘	恶灵	霹雳	4368	二组	
神秘	断头台	霹雳	4338	二组	
神秘	hood	霹雳	3362	二组	
神秘	铁拳	霹雳	3292	二组	
神秘	白铁拳	霹雳		二组	
神秘	红坦克	霹雳		二组	
神秘	洛基	霹雳	1745	二组	
神秘	魔术女	霹雳	6137	二组	
神秘	莫度	霹雳	5158	二组	
神秘	女巫	霹雳		二组	
神秘	女雷神	霹雳	3481	二组	
神秘	无敌钢人	霹雳		二组	
变异	天使	霹雳	4745	二组	
变异	蓝兽	霹雳	3295	二组	
变异	电索	霹雳		二组	
变异	钢人	霹雳	1395	二组	
变异	独眼龙	霹雳	1486	二组	
变异	独眼龙90s	霹雳		二组	
变异	死侍	霹雳		二组	
变异	x死侍	霹雳	1544	二组	
变异	牌王	霹雳	3572	二组	
变异	冰人	霹雳	2988	二组	
变异	万磁王	霹雳	3086	二组	
变异	白色万磁王	霹雳	1565	二组	
变异	夜行	霹雳	4588	二组	
变异	灵蝶	霹雳	1646	二组	
变异	小淘气	霹雳		二组	
变异	暴风	霹雳		二组	
变异	金刚狼	霹雳	3863	二组	
变异	老年金刚狼	霹雳	1118	二组	
变异	x23	霹雳	1597	二组	
宇宙	安吉拉	包包	3098	三组	
宇宙	黑蝠王	包包	2781	三组	
宇宙	惊奇队长	包包	8001	三组	
宇宙	杀戮	包包		三组	
宇宙	德拉克斯	包包	2938	三组	
宇宙	卡莫拉	包包	4180	三组	
宇宙	格鲁特	包包	1653	三组	
宇宙	超人	包包		三组	
宇宙	黑妹	包包		三组	
宇宙	king格鲁特	包包		三组	
宇宙	惊奇小姐	包包	4169	三组	
宇宙	凤凰	包包	2404	三组	
宇宙	罗南	包包	2816	三组	
宇宙	共生体	包包		三组	
宇宙	究极钢铁侠	包包	5789	三组	
宇宙	灭霸	包包		三组	
宇宙	雷神	包包	6029	三组	
宇宙	毒液	包包		三组	
宇宙	毒液死侍	包包	1480	三组	
科技	毒奥创	包包	6032	三组	
科技	内战勇士	包包	3327	三组	
科技	霍华德	包包		三组	
科技	浩克毁灭者	包包	3103	三组	
科技	钢铁侠	包包	5885	三组	
科技	钢铁爱国者	包包		三组	
科技	康	包包		三组	
科技	星云	包包		三组	
科技	punisher2099	包包		三组	
科技	浣熊	包包	4746	三组	
科技	科技蜘蛛	包包		三组	
科技	星爵	包包	7778	三组	
科技	影幻	包包	5427	三组	
科技	奥创	包包	5785	三组	
科技	漫幻	包包		三组	
科技	秃鹰	包包		三组	
科技	战争机器	包包		三组	
科技	勇度	包包		三组	
格斗	毒液特工	包包	1558	三组	
格斗	黑豹	包包		三组	
格斗	内战黑豹	包包	5736	三组	
格斗	黑寡妇	包包	4334	三组	
格斗	交叉骨	包包	5812	三组	
格斗	夜魔侠	包包		三组	
格斗	非经典夜魔侠	包包		三组	
格斗	艾丽卡	包包		三组	
格斗	猎鹰	包包	1564	三组	
格斗	格纹死侍	包包	6374	三组	
格斗	鹰眼	包包	5171	三组	
格斗	卡尔耐克	包包		三组	
格斗	月光骑士	包包		三组	
格斗	惩罚者	包包	1456	三组	
格斗	冬兵	包包	5347	三组	
生化	恶煞	包包		三组	
生化	蚁人	包包		三组	
生化	美国队长	包包		三组	
生化	二战美队	包包	5816	三组	
生化	电王	包包	6159	三组	
生化	浩克	包包	2819	三组	
生化	灰浩克	包包		三组	
生化	卢克凯奇	包包		三组	
生化	余波	包包		三组	
生化	红浩克	包包	1566	三组	
生化	犀牛	包包	5067	三组	
生化	女浩克	包包		三组	
生化	女蜘蛛	包包	2926	三组	
生化	黑蜘蛛	包包		三组	
生化	黄蜂	包包	3040	三组	
生化	蜘蛛侠	包包	5479	三组	
神秘	多满魔	包包		三组	
神秘	博士	包包		三组	
神秘	巫医	包包	6537	三组	
神秘	恶灵	包包	3220	三组	
神秘	断头台	包包	4411	三组	
神秘	hood	包包		三组	
神秘	铁拳	包包	3188	三组	
神秘	白铁拳	包包		三组	
神秘	红坦克	包包		三组	
神秘	洛基	包包	2357	三组	
神秘	魔术女	包包	5590	三组	
神秘	莫度	包包	4997	三组	
神秘	女巫	包包	5609	三组	
神秘	女雷神	包包		三组	
神秘	无敌钢人	包包		三组	
变异	天使	包包	2282	三组	
变异	蓝兽	包包	5941	三组	
变异	电索	包包		三组	
变异	钢人	包包	2805	三组	
变异	独眼龙	包包	4355	三组	
变异	独眼龙90s	包包		三组	
变异	死侍	包包		三组	
变异	x死侍	包包		三组	
变异	牌王	包包	3524	三组	
变异	冰人	包包		三组	
变异	万磁王	包包	6147	三组	
变异	白色万磁王	包包		三组	
变异	夜行	包包	5848	三组	
变异	灵蝶	包包	1177	三组	
变异	小淘气	包包		三组	
变异	暴风	包包	3985	三组	
变异	金刚狼	包包	5170	三组	
变异	老年金刚狼	包包		三组	
变异	x23	包包	2162	三组	
宇宙	安吉拉	吉安	3222	一组	
宇宙	黑蝠王	吉安	3029	一组	
宇宙	惊奇队长	吉安	3134	一组	
宇宙	杀戮	吉安		一组	
宇宙	德拉克斯	吉安	3810	一组	
宇宙	卡莫拉	吉安	3187	一组	
宇宙	格鲁特	吉安	3226	一组	
宇宙	超人	吉安	8347	一组	
宇宙	黑妹	吉安	3287	一组	
宇宙	king格鲁特	吉安	2777	一组	
宇宙	惊奇小姐	吉安	4111	一组	
宇宙	凤凰	吉安	3251	一组	
宇宙	罗南	吉安	2624	一组	
宇宙	共生体	吉安	3157	一组	
宇宙	究极钢铁侠	吉安	5689	一组	
宇宙	灭霸	吉安		一组	
宇宙	雷神	吉安	4377	一组	
宇宙	毒液	吉安	4100	一组	
宇宙	毒液死侍	吉安	3201	一组	
宇宙	美杜莎	吉安	6772	一组	
科技	内战勇士	吉安	3334	一组	
科技	霍华德	吉安		一组	
科技	浩克毁灭者	吉安	4049	一组	
科技	钢铁侠	吉安	5328	一组	
科技	钢铁爱国者	吉安	3208	一组	
科技	康	吉安		一组	
科技	星云	吉安		一组	
科技	punisher2099	吉安		一组	
科技	浣熊	吉安	4569	一组	
科技	科技蜘蛛	吉安		一组	
科技	星爵	吉安	5405	一组	
科技	影幻	吉安	5379	一组	
科技	奥创	吉安	5641	一组	
科技	漫幻	吉安	5824	一组	
科技	秃鹰	吉安		一组	
科技	战争机器	吉安	3037	一组	
科技	勇度	吉安		一组	
格斗	毒液特工	吉安	5867	一组	
格斗	黑豹	吉安	5725	一组	
格斗	内战黑豹	吉安		一组	
格斗	黑寡妇	吉安	5765	一组	
格斗	交叉骨	吉安	4462	一组	
格斗	夜魔侠	吉安	5570	一组	
格斗	非经典夜魔侠	吉安	3091	一组	
格斗	艾丽卡	吉安	5813	一组	
格斗	猎鹰	吉安		一组	
格斗	格纹死侍	吉安	6248	一组	
格斗	鹰眼	吉安	3666	一组	
格斗	卡尔耐克	吉安	3173	一组	
格斗	月光骑士	吉安	3094	一组	
格斗	惩罚者	吉安	3059	一组	
格斗	冬兵	吉安	3778	一组	
生化	恶煞	吉安	3146	一组	
生化	蚁人	吉安	2610	一组	
生化	美国队长	吉安	5439	一组	
生化	二战美队	吉安	5802	一组	
生化	电王	吉安	3267	一组	
生化	浩克	吉安	5361	一组	
生化	灰浩克	吉安	3212	一组	
生化	卢克凯奇	吉安	3124	一组	
生化	余波	吉安	6489	一组	
生化	红浩克	吉安	3371	一组	
生化	犀牛	吉安	2835	一组	
生化	女浩克	吉安	3189	一组	
生化	女蜘蛛	吉安	3121	一组	
生化	黑蜘蛛	吉安	3092	一组	
生化	黄蜂	吉安	3116	一组	
生化	蜘蛛侠	吉安	3076	一组	
神秘	多满魔	吉安	4337	一组	
神秘	博士	吉安	4262	一组	
神秘	巫医	吉安	6678	一组	
神秘	恶灵	吉安	3697	一组	
神秘	断头台	吉安		一组	
神秘	hood	吉安	5919	一组	
神秘	铁拳	吉安	3461	一组	
神秘	白铁拳	吉安	3513	一组	
神秘	红坦克	吉安	3947	一组	
神秘	洛基	吉安	9016	一组	
神秘	魔术女	吉安		一组	
神秘	莫度	吉安	3404	一组	
神秘	女巫	吉安	4236	一组	
神秘	女雷神	吉安	3319	一组	
神秘	无敌钢人	吉安	3834	一组	
变异	天使	吉安	5909	一组	
变异	蓝兽	吉安	2824	一组	
变异	电索	吉安		一组	
变异	钢人	吉安	4157	一组	
变异	独眼龙	吉安	6081	一组	
变异	独眼龙90s	吉安		一组	
变异	死侍	吉安		一组	
变异	x死侍	吉安	3325	一组	
变异	牌王	吉安	3068	一组	
变异	冰人	吉安		一组	
变异	万磁王	吉安	4187	一组	
变异	白色万磁王	吉安	2933	一组	
变异	夜行	吉安	6164	一组	
变异	灵蝶	吉安		一组	
变异	小淘气	吉安	6128	一组	
变异	暴风	吉安	3246	一组	
变异	金刚狼	吉安	5136	一组	
变异	老年金刚狼	吉安	2833	一组	
变异	x23	吉安	2909	一组	
宇宙	安吉拉	浑浑噩噩		二组	
宇宙	黑蝠王	浑浑噩噩	2774	二组	
宇宙	惊奇队长	浑浑噩噩	3154	二组	
宇宙	杀戮	浑浑噩噩		二组	
宇宙	德拉克斯	浑浑噩噩	5767	二组	
宇宙	卡莫拉	浑浑噩噩	4349	二组	
宇宙	格鲁特	浑浑噩噩	4203	二组	
宇宙	超人	浑浑噩噩		二组	
宇宙	黑妹	浑浑噩噩		二组	
宇宙	king格鲁特	浑浑噩噩		二组	
宇宙	惊奇小姐	浑浑噩噩	5591	二组	
宇宙	凤凰	浑浑噩噩	6589	二组	
宇宙	罗南	浑浑噩噩	2862	二组	
宇宙	共生体	浑浑噩噩	4128	二组	
宇宙	究极钢铁侠	浑浑噩噩	4317	二组	
宇宙	灭霸	浑浑噩噩		二组	
宇宙	雷神	浑浑噩噩	6019	二组	
宇宙	毒液	浑浑噩噩	3970	二组	
宇宙	毒液死侍	浑浑噩噩	3148	二组	
宇宙	美杜莎	浑浑噩噩		二组	
科技	内战勇士	浑浑噩噩	4301	二组	
科技	霍华德	浑浑噩噩	4502	二组	
科技	浩克毁灭者	浑浑噩噩	3319	二组	
科技	钢铁侠	浑浑噩噩	4098	二组	
科技	钢铁爱国者	浑浑噩噩	3166	二组	
科技	康	浑浑噩噩		二组	
科技	星云	浑浑噩噩		二组	
科技	punisher2099	浑浑噩噩		二组	
科技	浣熊	浑浑噩噩	4579	二组	
科技	科技蜘蛛	浑浑噩噩		二组	
科技	星爵	浑浑噩噩	3164	二组	
科技	影幻	浑浑噩噩	4058	二组	
科技	奥创	浑浑噩噩	5681	二组	
科技	漫幻	浑浑噩噩		二组	
科技	秃鹰	浑浑噩噩		二组	
科技	战争机器	浑浑噩噩	2767	二组	
科技	勇度	浑浑噩噩		二组	
格斗	毒液特工	浑浑噩噩	3332	二组	
格斗	黑豹	浑浑噩噩	3721	二组	
格斗	内战黑豹	浑浑噩噩		二组	
格斗	黑寡妇	浑浑噩噩	5876	二组	
格斗	交叉骨	浑浑噩噩	4467	二组	
格斗	夜魔侠	浑浑噩噩	5576	二组	
格斗	非经典夜魔侠	浑浑噩噩	3072	二组	
格斗	艾丽卡	浑浑噩噩	3309	二组	
格斗	猎鹰	浑浑噩噩	3032	二组	
格斗	格纹死侍	浑浑噩噩		二组	
格斗	鹰眼	浑浑噩噩	3009	二组	
格斗	卡尔耐克	浑浑噩噩	2346	二组	
格斗	月光骑士	浑浑噩噩	2724	二组	
格斗	惩罚者	浑浑噩噩	2022	二组	
格斗	冬兵	浑浑噩噩	3103	二组	
生化	恶煞	浑浑噩噩		二组	
生化	蚁人	浑浑噩噩	3598	二组	
生化	美国队长	浑浑噩噩	2955	二组	
